area_type,availability,location,bhk,society,sqft,bath,balcony,price
Super built-up  Area,20-Dec,Electronic City,4,KonteiT,2093,4,1,104
Built-up  Area,Ready To Move,Ardendale,3,Mahtsba,1650,3,3,82
Super built-up  Area,Ready To Move,Ardendale,3,Mahtsba,1650,3,3,82
Super built-up  Area,19-Jan,7th Phase JP Nagar,2,,1187,2,1,59
Super built-up  Area,Ready To Move,Haralur Road,3,,1710,3,2,85
Super built-up  Area,Ready To Move,Harlur,3,,1710,3,2,85
Super built-up  Area,Ready To Move,Harlur,3,SrEndPo,1710,3,3,85
Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,3,Sariana,1508,3,1,75
Super built-up  Area,18-Apr,Reliaable Tranquil Layout,3,Sariana,1508,3,1,75
Super built-up  Area,22-Mar,Kanakapura,2,,945,2,1,47
Built-up  Area,Ready To Move,Poorna Pragna Layout,2,Pathira,965,2,2,48
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Asira E,985,2,1,49
Super built-up  Area,Ready To Move,Electronic City,3,Pao 3ow,1275,3,3,63.43
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2,NaensGa,1005,2,1,50
Super built-up  Area,Ready To Move,Kengeri,2,,1035,2,1,51.5
Carpet  Area,Ready To Move,Lingarajapuram,2,Glnetch,1203,2,1,59.86
Built-up  Area,Ready To Move,Begur,2,Arntyi ,1306,2,3,65
Super built-up  Area,Ready To Move,Badavala Nagar,2,CMDewun,1145,2,2,57
Super built-up  Area,Ready To Move,Kothanur,2,,1185,2,2,59
Super built-up  Area,18-Mar,Kothanur,2,,1185,2,2,59
Super built-up  Area,Ready To Move,Gunjur Palya,3,,1426,2,3,71
Super built-up  Area,Ready To Move,Akshayanagara West,2,Ajomaa ,1205,2,2,60
Super built-up  Area,18-May,Electronics City Phase 1,2,Shitt S,1205,2,2,60
Super built-up  Area,Ready To Move,Hosa Road,2,,1245,2,1,62
Super built-up  Area,Ready To Move,Haralur Road,2,,1245,2,3,62
Super built-up  Area,19-Dec,Electronics City Phase 1,2,Shitt S,1200,2,2,59.76
Super built-up  Area,19-Sep,Whitefield,2,,1295,2,1,64.5
Super built-up  Area,Ready To Move,Electronic City Phase II,3,,1305,3,1,65
Built-up  Area,18-Apr,Yelahanka,3,Hotat H,1847,3,3,92
Built-up  Area,19-Dec,Uttarahalli,2,,1345,2,1,67
Super built-up  Area,Ready To Move,Hormavu,3,ARureig,1385,2,2,69
Built-up  Area,Ready To Move,B Narayanapura,3,ShentAp,1405,2,2,70
Built-up  Area,Ready To Move,Basava Nagar,2,Saarea ,1405,2,2,70
Super built-up  Area,19-Dec,Kanakapura,1,GoityEt,712,1,0,35.475
Super built-up  Area,Ready To Move,Kambipura,2,,883,2,1,44
Built-up  Area,Ready To Move,Sarjapur  Road,3,,1565,3,2,78
Built-up  Area,Ready To Move,Kalena Agrahara,3,Rahidhi,1565,3,2,78
Super built-up  Area,Ready To Move,Dodda Nekkundi,3,Vandaac,1585,2,2,79
Super built-up  Area,Ready To Move,Begur,3,Spews L,1304,3,0,65
Super built-up  Area,Ready To Move,Kadugodi,3,,1645,2,2,82
Super built-up  Area,Ready To Move,Yelahanka,3,Prensya,1705,3,2,85
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1404,2,2,70
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1404,2,1,70
Carpet  Area,Ready To Move,Naganathapura,2,Malmsri,1103,2,1,55
Built-up  Area,Ready To Move,Yelachenahalli,2,,1103,2,2,55
Super built-up  Area,Ready To Move,Hormavu,2,ARureig,1123,2,1,56
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1139,2,2,56.8
Built-up  Area,Ready To Move,HSR Layout,2,VaiewV ,1203,2,2,60
Super built-up  Area,Ready To Move,HSR Layout,2,VaiewV ,1203,2,2,60
Super built-up  Area,Ready To Move,Neeladri Nagar,2,GeereEc,1363,2,2,68
Super built-up  Area,18-Dec,Old Madras Road,3,Saesttt,1530,3,2,76.34
Super built-up  Area,20-Oct,Banashankari Stage VI,3,Brens7 ,1392,3,1,69.46
Super built-up  Area,Ready To Move,Hormavu,2,ARureig,1018,2,1,50.8
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1139,2,2,56.85
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1162,2,1,58
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1162,2,1,58
Super built-up  Area,Ready To Move,Chelekare,2,,1250,2,1,62.4
Super built-up  Area,Ready To Move,Ashwath Nagar,2,SJcerpe,1262,2,2,63
Super built-up  Area,18-Jun,Balagere,1,Soresea,661,1,1,33
Super built-up  Area,Ready To Move,Bellandur,2,,1201,2,2,59.99
Super built-up  Area,19-Dec,Battarahalli,3,PaontWa,2082,3,2,104
Super built-up  Area,Ready To Move,Hormavu,2,ARureig,1075,2,1,53.7
Super built-up  Area,Ready To Move,Hormavu,2,ARureig,1075,2,1,53.7
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1087,2,1,54.3
Super built-up  Area,Ready To Move,Whitefield,2,Nillsre,1301,2,2,65
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,34.98
Super built-up  Area,18-Dec,Sonnenahalli,2,Skacak ,1011,2,1,50.53
Super built-up  Area,21-Jan,Kanakpura Road,2,PrarePa,700,2,1,34.99
Super built-up  Area,18-Dec,Sonnenahalli,3,Skacak ,1484,3,1,74.18
Built-up  Area,Ready To Move,Horamavu Agara,2,,750,2,1,37.49
Super built-up  Area,18-Dec,Sonnenahalli,3,Skacak ,1610,3,2,80.48
Super built-up  Area,Ready To Move,Kanakpura Road,2,,1135,2,1,56.74
Super built-up  Area,18-Apr,Sarjapur  Road,3,AsastDe,1157,2,1,57.84
Super built-up  Area,Ready To Move,Kathriguppe,3,,1390,2,2,69.49
Super built-up  Area,Ready To Move,Vittasandra,2,Prlla C,1246,2,1,62.3
Built-up  Area,Ready To Move,Nagaraja Garden,2,,1256,2,1,62.8
Built-up  Area,Ready To Move,5th Phase JP Nagar,2,,1256,2,1,62.8
Built-up  Area,Ready To Move,Nagaraja Garden,2,,1256,2,1,62.8
Built-up  Area,Ready To Move,5th Phase JP Nagar,2,,1256,2,1,62.8
Super built-up  Area,Ready To Move,Hosakerehalli,3,APncyla,1596,3,3,79.8
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,2,,700,2,1,35
Built-up  Area,Ready To Move,Electronic City,1,,700,1,1,35
Super built-up  Area,Ready To Move,Shampura,2,,700,1,2,35
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,35
Super built-up  Area,21-Dec,Kanakpura Road,2,,700,2,1,35
Super built-up  Area,Ready To Move,Kaggalipura,1,Baowsig,700,1,0,35
Super built-up  Area,20-Dec,Kanakpura Road,2,PrarePa,700,1,1,35
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",2,,700,2,1,35
Super built-up  Area,Ready To Move,Kenchenahalli,1,AriosPa,700,1,1,35
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,35
Super built-up  Area,Ready To Move,CV Raman Nagar,2,AnncyRe,740,2,1,37
Built-up  Area,Ready To Move,Kengeri Satellite Town,2,Malowr ,800,2,1,40
Super built-up  Area,Ready To Move,Kalena Agrahara,2,PrncyRe,800,2,1,40
Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2,Sharlth,850,2,1,42.5
Built-up  Area,Ready To Move,RMV 2nd Stage,2,,860,1,1,43
Super built-up  Area,Ready To Move,Kengeri,2,BDlexHo,900,2,2,45
Super built-up  Area,21-Oct,Kanakpura Road,2,PrarePa,900,1,0,45
Built-up  Area,Ready To Move,Akshaya Nagar,2,Baalp S,900,2,1,45
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,2,NaaveEn,900,2,1,45
Built-up  Area,Ready To Move,Sultan Palaya,2,,900,2,2,45
Built-up  Area,Ready To Move,Srinivasa Nagar,2,,900,2,1,45
Built-up  Area,Ready To Move,BSM Extension,2,Raave E,900,2,3,45
Built-up  Area,Ready To Move,Bellari Road,2,Pralmat,900,2,1,45
Super built-up  Area,Ready To Move,Dasappa Layout,2,,920,2,1,46
Super built-up  Area,Ready To Move,Jigani,2,DLhtsen,920,2,2,46
Built-up  Area,Ready To Move,Hosakerehalli,2,,925,2,1,46.25
Built-up  Area,Ready To Move,Bellandur,2,Srure S,960,2,2,48
Super built-up  Area,Ready To Move,Hennur,2,,960,2,1,48
Super built-up  Area,Ready To Move,RWF West Colony,2,PancyRe,1000,2,1,50
Super built-up  Area,Ready To Move,Bellandur,2,Sronda ,1000,2,2,50
Super built-up  Area,Ready To Move,Bannerghatta Road,2,,1000,2,1,50
Super built-up  Area,Ready To Move,Konena Agrahara,2,EsadeNS,1000,2,1,50
Super built-up  Area,Ready To Move,Yelachenahalli,2,Shentnd,1000,2,2,50
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2,,1000,2,2,50
Built-up  Area,Ready To Move,Hormavu,2,Foisha ,1000,2,2,50
Super built-up  Area,18-Jul,Banashankari,2,,1000,2,1,50
Built-up  Area,Ready To Move,Rajapura,2,,1000,2,0,50
Built-up  Area,Ready To Move,Vittal Nagar,2,Riave E,1000,2,1,50
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,Arnis A,1000,2,0,50
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,52.5
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,52.5
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,52.5
Super built-up  Area,Ready To Move,Rachenahalli,2,Sovar S,1050,2,2,52.5
Super built-up  Area,18-May,Gollahalli,2,,1060,2,1,53
Super built-up  Area,Ready To Move,Hebbal,2,,1080,2,1,54
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,DwntsAp,1100,2,1,55
Built-up  Area,Ready To Move,Sahakara Nagar,2,,1100,2,1,55
Super built-up  Area,Ready To Move,Billamaranahalli,2,,1100,2,3,55
Built-up  Area,Ready To Move,Seetharampalya,2,,1100,2,1,55
Super built-up  Area,Ready To Move,Begur,2,Viodspr,1100,2,2,55
Built-up  Area,Ready To Move,Ashwathnagar,2,,1100,2,2,55
Built-up  Area,Ready To Move,Brookefield,2,Bhiya N,1100,2,1,55
Built-up  Area,Ready To Move,Sahakara Nagar,2,,1100,2,1,55
Built-up  Area,Ready To Move,Yemlur,2,,1100,2,2,55
Super built-up  Area,Ready To Move,Bommanahalli,2,KancyRe,1100,1,2,55
Super built-up  Area,Ready To Move,Tindlu,2,Suncyu ,1100,2,2,55
Super built-up  Area,Ready To Move,Byrasandra,2,Srhan P,1100,2,2,55
Super built-up  Area,Ready To Move,Arekere,2,Maierr ,1100,2,2,55
Plot  Area,Ready To Move,Margondanahalli,2,,1100,2,1,55
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,,1140,2,1,57
Super built-up  Area,Ready To Move,Kaggalipura,3,Baowsig,1150,2,1,57.5
Super built-up  Area,18-Feb,Ulsoor,2,,1200,2,0,60
Built-up  Area,Ready To Move,Sahakara Nagar,2,,1200,2,2,60
Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1200,2,2,60
Plot  Area,Ready To Move,Kammasandra,4,,1200,6,3,60
Plot  Area,Ready To Move,TC Palaya,2,,1200,2,0,60
Plot  Area,Ready To Move,Chandapura,2,,1200,2,1,60
Super built-up  Area,Ready To Move,Kasavanhalli,2,,1200,2,2,60
Super built-up  Area,Ready To Move,Thanisandra,2,Inulat ,1200,2,3,60
Super built-up  Area,Ready To Move,HBR Layout,2,Flretes,1200,2,2,60
Super built-up  Area,Ready To Move,Padmanabhanagar,2,Shers S,1200,2,1,60
Super built-up  Area,Ready To Move,Banaswadi,2,,1200,2,3,60
Super built-up  Area,Ready To Move,Banashankari,2,Koestpt,1200,2,1,60
Super built-up  Area,Ready To Move,Marathahalli,2,Aiitya ,1200,2,2,60
Built-up  Area,Ready To Move,R.T. Nagar,2,,1200,2,2,60
Built-up  Area,Ready To Move,Yelahanka,2,Niareum,1200,2,2,60
Super built-up  Area,Ready To Move,Hebbal,2,Srntsha,1200,2,1,60
Built-up  Area,Ready To Move,Ejipura,2,BadorSp,1200,2,1,60
Built-up  Area,Ready To Move,Thanisandra,3,Pronyt ,1240,2,1,62
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,ARvasV ,1247,2,2,62.35
Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2,,1300,3,1,65
Super built-up  Area,Ready To Move,Rustam Bagh Layout,2,Shntsan,1300,2,2,65
Super built-up  Area,Ready To Move,Yelahanka,2,Chara N,1300,2,3,65
Super built-up  Area,Ready To Move,Gottigere,3,,1300,3,3,65
Super built-up  Area,Ready To Move,Singasandra,2,Phhidx ,1300,2,2,65
Built-up  Area,Ready To Move,Amruthnagar,2,,1350,2,1,67.5
Super built-up  Area,Ready To Move,Hormavu,3,ARureig,1385,2,1,69.25
Super built-up  Area,Ready To Move,Kothanur,2,YMhenLi,1400,2,1,70
Built-up  Area,Ready To Move,Shampura,3,,1400,3,1,70
Super built-up  Area,Ready To Move,Basapura,3,Amageru,1440,3,2,72
Built-up  Area,Ready To Move,B Narayanapura,3,Niidet ,1460,2,3,73
Super built-up  Area,Ready To Move,Harlur,3,,1460,3,1,73
Built-up  Area,Ready To Move,Sunder Ram Shetty Nagar,3,Bustain,1480,3,2,74
Super built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1498,3,2,74.9
Built-up  Area,18-Apr,Electronic City,3,GMown E,1500,2,1,75
Super built-up  Area,Ready To Move,TC Palaya,2,,1500,2,0,75
Plot  Area,Ready To Move,Kothanur,1,,1500,1,0,75
Super built-up  Area,Ready To Move,Mathikere,3,,1500,2,2,75
Super built-up  Area,Ready To Move,Kaggadasapura,3,SrncyRe,1500,2,2,75
Built-up  Area,Ready To Move,Mallappa Layout,3,Keort F,1500,3,2,75
Built-up  Area,Ready To Move,Kaggadasapura,3,,1500,3,0,75
Super built-up  Area,Ready To Move,Choodasandra,3,MJiyayl,1560,3,2,78
Super built-up  Area,Ready To Move,Kashi Nagar,4,,1600,4,1,80
Plot  Area,Ready To Move,Chikkabanavar,3,,1600,2,0,80
Built-up  Area,Ready To Move,Daadys Gaarden Layout,3,InockHo,1600,3,0,80
Built-up  Area,Ready To Move,Amco Colony,3,Hoeatan,1760,3,2,88
Built-up  Area,Ready To Move,Kanakpura Road,3,PuandHi,1800,3,2,90
Super built-up  Area,Ready To Move,Sarjapur  Road,4,Asncywo,1800,3,1,90
Super built-up  Area,Ready To Move,Subramanyapura,3,Chllsev,1800,3,2,90
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3,,1800,3,2,90
Plot  Area,16-Dec,Sarjapura - Attibele Road,3,,1800,3,2,90
Super built-up  Area,Ready To Move,Thanisandra,3,R ra  R,1800,3,3,90
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3,,1800,3,3,90
Super built-up  Area,Ready To Move,Kanakpura Road,3,Puestol,1843,3,2,92.15
Built-up  Area,Ready To Move,Hulimavu,4,Omaveai,2000,4,0,100
Built-up  Area,Ready To Move,3rd Block HBR Layout,3,,2000,3,1,100
Built-up  Area,Ready To Move,Banashankari Stage III,4,,2000,4,0,100
Super built-up  Area,Ready To Move,Rammana Layout,3,,2000,3,2,100
Built-up  Area,Ready To Move,Shivaji Nagar,2,,2200,2,0,110
Built-up  Area,Ready To Move,Attibele,3,,2400,3,3,120
Built-up  Area,Ready To Move,Vayunandana Layout,5,,2400,5,2,120
Built-up  Area,Ready To Move,Hennur,5,,2500,5,2,125
Built-up  Area,Ready To Move,Kodichikkanahalli,5,,2500,7,0,125
Super built-up  Area,Ready To Move,Seegehalli,4,,2800,4,3,140
Built-up  Area,Ready To Move,Ardendale,4,AWharde,2800,4,,140
Built-up  Area,Ready To Move,JP Nagar,4,Arentra,3000,3,2,150
Built-up  Area,Ready To Move,Seegehalli,4,Paoliy ,3000,5,3,150
Built-up  Area,Ready To Move,Abbigere,8,,3000,8,0,150
Built-up  Area,Ready To Move,Banashankari Stage III,6,,3000,6,2,150
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3,,3300,3,2,165
Built-up  Area,Ready To Move,BTM Layout,6,,3300,6,3,165
Built-up  Area,Ready To Move,Hosur Road,5,,3600,5,3,180
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6,,3900,6,,195
Super built-up  Area,Ready To Move,Marathahalli,4,PueraRi,4000,4,,200
Carpet  Area,Ready To Move,Munivenkatppa Layout,4,Trntska,4500,3,0,225
Super built-up  Area,19-Dec,Electronics City Phase 1,3,Shitt S,1450,3,2,72.54
Built-up  Area,Ready To Move,Kasavanhalli,3,Ocrda M,1799,3,3,90
Super built-up  Area,Ready To Move,Yelahanka New Town,3,Cerasy ,1599,3,2,80
Super built-up  Area,21-Mar,Yelahanka,3,Goues A,1711,3,3,85.61
Super built-up  Area,21-May,Kanakpura Road,2,GolusLi,1090,2,1,54.54
Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,2,67
Super built-up  Area,Ready To Move,Electronics City Phase 1,2,,995,2,1,49.8
Super built-up  Area,19-Mar,Sarjapur  Road,2,PualeSk,1346,2,1,67.38
Built-up  Area,18-Dec,"Off Sarjapur Road, ",3,,1518,3,2,76
Built-up  Area,18-Jun,"Off Sarjapur Road, ",2,,1298,2,1,65
Super built-up  Area,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,89
Built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1250,3,3,62.6
Super built-up  Area,Ready To Move,Nagavara,4,K dotna,2496,4,2,125
Super built-up  Area,Ready To Move,CV Raman Nagar,2,Roareta,1198,2,2,60
Super built-up  Area,Ready To Move,Battarahalli,3,PaontWa,1945,3,2,97.42
Super built-up  Area,19-Aug,Hormavu,3,DSapete,1469,3,0,73.595
Super built-up  Area,21-Dec,Kanakpura Road,2,PrarePa,700,2,1,35.07
Super built-up  Area,19-Dec,Hoodi,3,Caycend,1512,3,2,75.77
Plot  Area,Ready To Move,TC Palaya,3,,1995,3,1,100
Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1117,2,2,56
Super built-up  Area,Ready To Move,Hegde Nagar,3,Golmsn ,1835,2,,92
Super built-up  Area,19-Jun,Yelahanka,4,Vaaram ,3450,,,173
Super built-up  Area,Ready To Move,Electronic City,2,Naireru,1296,2,2,65
Plot  Area,Ready To Move,Sarjapur,4,Puodsm ,3190,3,1,160
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Srncya ,1515,2,1,76
Super built-up  Area,Ready To Move,Kadugodi,2,,1196,2,3,60
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3,Ablmsol,1495,2,2,75
Super built-up  Area,Ready To Move,Kodichikkanahalli,3,Suntsan,1495,2,2,75
Built-up  Area,Ready To Move,Begur,3,Arhtsth,1475,2,2,74
Super built-up  Area,Ready To Move,Bhoganhalli,3,Amconi ,1395,2,2,70
Super built-up  Area,Ready To Move,Akshaya Nagar,3,,1893,4,2,95
Super built-up  Area,19-Dec,Electronics City Phase 1,2,Shitt S,1335,2,2,67
Super built-up  Area,Ready To Move,Battarahalli,3,PaontWa,1880,3,2,94.36
Super built-up  Area,Ready To Move,Dasarahalli,2,Syonyph,1295,2,1,65
Super built-up  Area,Ready To Move,Bellandur,3,OriewLa,1830,3,3,91.86
Super built-up  Area,Ready To Move,Rachenahalli,2,,1050,2,2,52.71
Super built-up  Area,Ready To Move,Yelahanka,1,Prensya,697,1,1,35
Super built-up  Area,18-Mar,Sarjapur  Road,2,,1155,2,1,58
Super built-up  Area,Ready To Move,Aishwarya Crystal Layout,3,GRvasth,2250,3,1,113
Built-up  Area,18-Feb,Ramamurthy Nagar,2,,1334,2,1,67
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1991,4,2,100
Super built-up  Area,Ready To Move,Budigere,3,PrityTr,1991,4,2,100
Super built-up  Area,19-Dec,Thanisandra,1,Cotaror,684,1,0,34.355
Super built-up  Area,Ready To Move,Kothanur,2,,1095,2,2,55
Built-up  Area,Ready To Move,Bannerghatta Road,3,,1453,2,2,73
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Coomee ,1219,2,1,61.25
Super built-up  Area,Ready To Move,Electronic City Phase II,2,Coomee ,1219,2,1,61.26
Super built-up  Area,18-Apr,Devanahalli,2,Oznuean,1174,2,1,59
Built-up  Area,Ready To Move,Hosakerehalli,2,,925,2,1,46.5
Super built-up  Area,20-Dec,Banashankari Stage VI,3,Brens7 ,1400,2,0,70.385
Super built-up  Area,Ready To Move,Kothanur,2,,1074,2,2,54
Super built-up  Area,Ready To Move,Kallumantapa,2,BSarknd,1054,2,1,53
Super built-up  Area,Ready To Move,Vijayanagar,2,Rancy R,1352,2,2,68
Super built-up  Area,Ready To Move,Akshaya Nagar,3,,1690,3,2,85
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1690,3,2,85
Super built-up  Area,Ready To Move,Akshaya Nagar,3,DLhtsnd,1690,3,2,85
Super built-up  Area,21-Mar,Yelahanka,3,Goues A,1517,3,2,76.3
Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153,2,2,58
Built-up  Area,20-Dec,Whitefield,3,,1610,3,2,81
Built-up  Area,20-Dec,Whitefield,3,,1610,3,2,81
Super built-up  Area,Ready To Move,Sarjapur  Road,3,Ceiti I,1888,4,1,95
Super built-up  Area,Ready To Move,Jigani,3,DLhtsen,1252,3,,63
Super built-up  Area,Ready To Move,Devanahalli,1,,775,1,0,39
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1550,3,2,78
Super built-up  Area,17-Jul,Choodasandra,3,Sainei ,1530,3,2,77
Super built-up  Area,Ready To Move,Hennur Road,2,Koagati,1053,2,1,53
Super built-up  Area,Ready To Move,Vijayanagar,3,JJortom,1500,3,2,75.5
Super built-up  Area,17-Apr,Hennur Road,3,Koagati,1192,2,1,60
Built-up  Area,Ready To Move,Bannerghatta Road,3,Dhncyud,1788,3,2,90
Super built-up  Area,Ready To Move,"Hoodi Circle, ",2,,1190,2,2,59.9
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,NDncysi,1450,2,2,73
Super built-up  Area,Ready To Move,Kodigehaali,2,Shyas S,1013,2,1,51
Built-up  Area,Ready To Move,Yeshwanthpur,3,IBityin,1430,3,2,72
Carpet  Area,18-May,Electronic City Phase II,3,MJtroty,993,2,2,50
Built-up  Area,18-Mar,Devanahalli,3,,2125,3,1,107
Super built-up  Area,19-Jun,Begur Road,4,,2462,4,3,124
Super built-up  Area,Ready To Move,Bellandur,3,OriewLa,1767,3,2,89
Super built-up  Area,Ready To Move,Pattandur Agrahara,2,ShaleSp,1350,2,3,68
Built-up  Area,Ready To Move,Nayandanahalli,3,Rarelt ,1350,2,3,68
Super built-up  Area,Ready To Move,Banashankari Stage III,3,Mandsi ,1350,2,2,68
Super built-up  Area,Ready To Move,Seetharampalya,3,Mazler ,1350,3,2,68
Super built-up  Area,Ready To Move,Sarjapur  Road,2,Contsci,1350,2,2,68
Super built-up  Area,Ready To Move,Battarahalli,3,PaontWa,1779,3,2,89.61
Super built-up  Area,Ready To Move,Hennur Road,2,Mileeou,1310,2,1,66
Super built-up  Area,20-Mar,8th Phase JP Nagar,3,Vaarech,1455,3,2,73.31
Super built-up  Area,21-May,Kanakpura Road,2,GolusLi,1017,2,1,51.25
Carpet  Area,19-Jun,Hormavu,4,Kolisl ,2282,4,0,115
Super built-up  Area,20-Dec,Banashankari Stage VI,2,Brens7 ,1180,2,1,59.47
Super built-up  Area,20-Dec,Banashankari Stage VI,3,Brens7 ,1423,2,1,71.73
Super built-up  Area,Ready To Move,Vidyaranyapura,2,Invenai,1200,2,2,60.5
Super built-up  Area,Ready To Move,Whitefield,2,Srmesun,1190,2,2,60
Built-up  Area,Ready To Move,Kalyan nagar,2,Saacela,1190,2,1,60
Built-up  Area,Ready To Move,"Kanakapura Road, ",3,,1884,3,2,95
Super built-up  Area,Ready To Move,Suraksha Nagar,3,AritaFe,1388,3,3,69.99
Built-up  Area,Ready To Move,Munnekollal,2,,1170,2,2,59
Super built-up  Area,Ready To Move,Kenchenahalli,2,Unateit,1150,2,2,58
Super built-up  Area,20-Jun,Budigere,3,Brstaue,1510,3,0,76.16
Built-up  Area,20-Dec,"Hoodi Circle, ",1,,793,1,1,40
Super built-up  Area,Ready To Move,Uttarahalli,3,Baveles,1685,3,2,85
Super built-up  Area,Ready To Move,Hadosiddapura,2,,1090,2,2,55
Built-up  Area,Ready To Move,Kanakpura Road,3,JRrnauv,1260,3,3,63.58
Super built-up  Area,Ready To Move,Akshaya Nagar,2,,1070,2,1,54
Super built-up  Area,Ready To Move,Electronic City,2,GMown E,1070,2,1,54
Super built-up  Area,Ready To Move,Hennur Road,3,MItatHa,1585,2,3,80
Super built-up  Area,Ready To Move,Marathahalli,2,,1125,2,2,56.8
Super built-up  Area,Ready To Move,Devanahalli,2,Brntsal,1010,2,1,51
Super built-up  Area,20-Dec,Thanisandra,2,Bhe 2ko,1183,2,1,59.74
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,,1258,2,1,63.53
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,,990,2,2,50
Super built-up  Area,Ready To Move,Thanisandra,3,Rehtsna,1881,3,,95
Super built-up  Area,21-Mar,Yelahanka,2,Goues A,1390,2,2,70.21
Super built-up  Area,Ready To Move,Kaggalipura,2,Baowsig,950,2,1,48
Super built-up  Area,Ready To Move,Bannerghatta Road,3,SNity S,1880,3,2,95
Built-up  Area,Ready To Move,Sonnenahalli,3,Skacak ,1484,3,1,75
Built-up  Area,20-Jul,Sarjapur  Road,3,NVdenic,1939,3,0,98
